step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
0,0.2,3.0,8.7671445858398,96487.26293484545,-36837.004024488706,-36837.004024488706,50
1,0.26440677966101694,2.952542372881356,6.134184381799163,-7832.115664552176,-46917.96743318992,-46917.96743318992,49
2,0.32881355932203393,2.905084745762712,4.626168823284068,-17948.831778020412,-46917.96743318992,-46917.96743318992,49
3,0.39322033898305087,2.857627118644068,3.662294375197252,-19432.47306204756,-46917.96743318992,-46917.96743318992,49
4,0.4576271186440678,2.8101694915254236,2.9997838819433884,-19896.128077483743,-46916.468675589655,-46917.96743318992,47
5,0.5220338983050847,2.76271186440678,2.5202132786380456,-20157.594865719457,-46917.96743318992,-46917.96743318992,49
6,0.5864406779661018,2.7152542372881356,2.1593320210614597,-20246.53060501828,-46917.96743318992,-46917.96743318992,49
7,0.6508474576271186,2.6677966101694914,1.8794475513200992,-20344.118996270492,-46917.96743318992,-46917.96743318992,49
8,0.7152542372881356,2.6203389830508477,1.6570800368077094,-20439.153616030802,-46917.96743318992,-46917.96743318992,49
9,0.7796610169491525,2.5728813559322035,1.4768901366346319,-20535.014503063234,-46917.96743318992,-46917.96743318992,49
10,0.8440677966101695,2.5254237288135593,1.3284610610971352,-20549.422577920814,-46917.96743318992,-46917.96743318992,49
11,0.9084745762711863,2.477966101694915,1.2044878847904261,-20563.890002912918,-46917.96743318992,-46917.96743318992,49
12,0.9728813559322034,2.4305084745762713,1.0997071786482324,-20589.076668463298,-46917.96743318992,-46917.96743318992,49
13,1.0372881355932204,2.383050847457627,1.010237560475318,-20684.364367478902,-46917.96743318992,-46917.96743318992,49
14,1.1016949152542372,2.335593220338983,0.9331588588487881,-20697.40965313841,-46917.96743318992,-46917.96743318992,49
15,1.1661016949152543,2.288135593220339,0.8662352814517242,-20793.2066308171,-46917.96743318992,-46917.96743318992,49
16,1.230508474576271,2.240677966101695,0.8077284363938345,-20897.493160005328,-46917.96743318992,-46917.96743318992,49
