path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,26,2127.166892892451,1766.251892892451,2.223730769230769,0
2,True,34,2414.747645587535,1923.0726455875347,2.1077941176470585,0
