step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
0,0.2,3.0,8.7671445858398,77511.1413447005,-26839.552171101226,-26839.552171101226,39
1,0.26440677966101694,2.952542372881356,6.134184381799163,-20054.326989662626,-47543.00876773639,-47543.00876773639,42
2,0.32881355932203393,2.905084745762712,4.626168823284068,-27013.02299241543,-47543.00876773639,-47543.00876773639,42
3,0.39322033898305087,2.857627118644068,3.662294375197252,-28021.96618246114,-47543.46891522675,-47543.46891522675,43
4,0.4576271186440678,2.8101694915254236,2.9997838819433884,-28403.212938148212,-47543.00876773639,-47543.46891522675,42
5,0.5220338983050847,2.76271186440678,2.5202132786380456,-28449.32111453851,-47543.46891522675,-47543.46891522675,43
6,0.5864406779661018,2.7152542372881356,2.1593320210614597,-28500.3107662407,-47543.00876773639,-47543.46891522675,42
7,0.6508474576271186,2.6677966101694914,1.8794475513200992,-28503.323282678277,-47543.00876773639,-47543.46891522675,42
8,0.7152542372881356,2.6203389830508477,1.6570800368077094,-28591.49535526138,-47543.46891522675,-47543.46891522675,43
9,0.7796610169491525,2.5728813559322035,1.4768901366346319,-28594.29526403631,-47543.46891522675,-47543.46891522675,43
10,0.8440677966101695,2.5254237288135593,1.3284610610971352,-28601.181832448914,-47543.46891522675,-47543.46891522675,43
11,0.9084745762711863,2.477966101694915,1.2044878847904261,-28604.35329466358,-47543.00876773639,-47543.46891522675,42
12,0.9728813559322034,2.4305084745762713,1.0997071786482324,-28610.91731997615,-47543.46891522675,-47543.46891522675,43
13,1.0372881355932204,2.383050847457627,1.010237560475318,-28615.06396394078,-47540.10492672314,-47543.46891522675,42
14,1.1016949152542372,2.335593220338983,0.9331588588487881,-28620.254996374435,-47543.00876773639,-47543.46891522675,42
15,1.1661016949152543,2.288135593220339,0.8662352814517242,-28624.22164763424,-47543.46891522675,-47543.46891522675,43
16,1.230508474576271,2.240677966101695,0.8077284363938345,-28624.11660616227,-47543.00876773639,-47543.46891522675,42
17,1.2949152542372881,2.1932203389830507,0.7562680748669842,-28625.846339585663,-47543.46891522675,-47543.46891522675,43
18,1.359322033898305,2.145762711864407,0.7107608781225873,-28625.044876592994,-47543.46891522675,-47543.46891522675,43
19,1.423728813559322,2.0983050847457627,0.67032489817025,-28630.536406811498,-47543.46891522675,-47543.46891522675,43
20,1.4881355932203388,2.0508474576271185,0.6342416537873132,-28634.346815101235,-47543.46891522675,-47543.46891522675,43
21,1.5525423728813559,2.0033898305084747,0.6019206025695011,-28635.160145739086,-47543.00876773639,-47543.46891522675,42
22,1.6169491525423727,1.9559322033898305,0.5728724339344766,-28638.42840568444,-47543.00876773639,-47543.46891522675,42
23,1.6813559322033897,1.9084745762711866,0.546688745183783,-28641.556308338775,-47543.00876773639,-47543.46891522675,42
24,1.7457627118644068,1.8610169491525426,0.5230264009797442,-28642.6874479059,-47543.00876773639,-47543.46891522675,42
25,1.8101694915254236,1.8135593220338984,0.5015953732588893,-28645.1003513672,-47543.00876773639,-47543.46891522675,42
26,1.8745762711864407,1.7661016949152544,0.4821491982751001,-28729.031054951753,-47543.46891522675,-47543.46891522675,43
27,1.9389830508474575,1.7186440677966104,0.4644774233117071,-28813.64668656444,-47543.00876773639,-47543.46891522675,42
28,2.0033898305084747,1.6711864406779662,0.44839958166891114,-28816.84800918683,-47543.46891522675,-47543.46891522675,43
29,2.0677966101694913,1.6237288135593222,0.4337603530027691,-28820.220548366422,-47543.46891522675,-47543.46891522675,43
30,2.1322033898305084,1.5762711864406782,0.42042565164870177,-28821.04137103778,-47543.46891522675,-47543.46891522675,43
31,2.1966101694915254,1.528813559322034,0.40827944807331756,-28824.37364769727,-47543.46891522675,-47543.46891522675,43
32,2.2610169491525425,1.48135593220339,0.39722117478755736,-28908.42381693132,-47543.46891522675,-47543.46891522675,43
33,2.3254237288135595,1.433898305084746,0.38716360256650983,-28909.6580627074,-47543.46891522675,-47543.46891522675,43
