step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
0,0.2,3.0,8.7671445858398,94985.46194176786,-26804.9514792286,-26804.9514792286,48
1,0.26440677966101694,2.952542372881356,6.134184381799163,-9585.635432414772,-46928.38336697771,-46928.38336697771,49
2,0.32881355932203393,2.905084745762712,4.626168823284068,-18347.32945654497,-46928.38336697771,-46928.38336697771,49
3,0.39322033898305087,2.857627118644068,3.662294375197252,-20308.623008367853,-46928.38336697771,-46928.38336697771,49
4,0.4576271186440678,2.8101694915254236,2.9997838819433884,-20784.844655720564,-46928.38336697771,-46928.38336697771,49
5,0.5220338983050847,2.76271186440678,2.5202132786380456,-20882.1104219317,-46928.38336697771,-46928.38336697771,49
6,0.5864406779661018,2.7152542372881356,2.1593320210614597,-20891.226238596104,-46928.38336697771,-46928.38336697771,49
7,0.6508474576271186,2.6677966101694914,1.8794475513200992,-21151.689080964625,-46928.38336697771,-46928.38336697771,49
8,0.7152542372881356,2.6203389830508477,1.6570800368077094,-21167.445164588487,-46928.87132187056,-46928.87132187056,49
9,0.7796610169491525,2.5728813559322035,1.4768901366346319,-21177.806161767538,-46928.87132187056,-46928.87132187056,49
10,0.8440677966101695,2.5254237288135593,1.3284610610971352,-21191.235412429753,-46928.87132187056,-46928.87132187056,49
11,0.9084745762711863,2.477966101694915,1.2044878847904261,-21200.406557703725,-46928.87132187056,-46928.87132187056,49
12,0.9728813559322034,2.4305084745762713,1.0997071786482324,-21212.699638104506,-46928.87132187056,-46928.87132187056,49
13,1.0372881355932204,2.383050847457627,1.010237560475318,-21229.56470613791,-46928.87132187056,-46928.87132187056,49
14,1.1016949152542372,2.335593220338983,0.9331588588487881,-21245.01946576278,-46928.87132187056,-46928.87132187056,49
15,1.1661016949152543,2.288135593220339,0.8662352814517242,-21340.030480003978,-46928.87132187056,-46928.87132187056,49
16,1.230508474576271,2.240677966101695,0.8077284363938345,-21358.11965918145,-46928.87132187056,-46928.87132187056,49
17,1.2949152542372881,2.1932203389830507,0.7562680748669842,-21372.062007093384,-46928.36729690398,-46928.87132187056,50
18,1.359322033898305,2.145762711864407,0.7107608781225873,-21387.78689389183,-46928.87132187056,-46928.87132187056,49
19,1.423728813559322,2.0983050847457627,0.67032489817025,-21396.704863174647,-46928.38336697771,-46928.87132187056,49
20,1.4881355932203388,2.0508474576271185,0.6342416537873132,-21418.086381608227,-46928.36729690398,-46928.87132187056,50
21,1.5525423728813559,2.0033898305084747,0.6019206025695011,-21514.023495009813,-46928.87132187056,-46928.87132187056,49
22,1.6169491525423727,1.9559322033898305,0.5728724339344766,-21523.11550994139,-46928.87132187056,-46928.87132187056,49
23,1.6813559322033897,1.9084745762711866,0.546688745183783,-21542.414698748813,-46928.87132187056,-46928.87132187056,49
24,1.7457627118644068,1.8610169491525426,0.5230264009797442,-21554.087335481167,-46928.87132187056,-46928.87132187056,49
25,1.8101694915254236,1.8135593220338984,0.5015953732588893,-21574.096981148105,-46928.87132187056,-46928.87132187056,49
26,1.8745762711864407,1.7661016949152544,0.4821491982751001,-21586.34433463898,-46928.87132187056,-46928.87132187056,49
27,1.9389830508474575,1.7186440677966104,0.4644774233117071,-21608.86784955838,-46928.38336697771,-46928.87132187056,49
28,2.0033898305084747,1.6711864406779662,0.44839958166891114,-21629.211903275696,-46928.38336697771,-46928.87132187056,49
29,2.0677966101694913,1.6237288135593222,0.4337603530027691,-21641.137366516585,-46928.87132187056,-46928.87132187056,49
30,2.1322033898305084,1.5762711864406782,0.42042565164870177,-21657.53541237733,-46928.87132187056,-46928.87132187056,49
31,2.1966101694915254,1.528813559322034,0.40827944807331756,-21670.34053343493,-46928.87132187056,-46928.87132187056,49
