path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,14,911.886,703.126,2.0177142857142853,0
2,True,19,1085.0963739418498,755.52637394185,1.5308421052631578,0
