path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,26,2133.313892892451,1765.743892892451,2.172538461538461,0
2,True,29,2319.8169999999996,1864.932,1.8628620689655173,0
