path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,26,2126.063892892451,1765.743892892451,2.2283076923076925,0
2,True,35,2419.472645587535,1923.6526455875346,2.1667428571428573,0
