path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,14,909.673,703.448,2.053928571428571,0
2,True,19,1081.2993739418498,755.20437394185,1.5674210526315788,0
