scenario_name,distance_label,target_distance_m,straight_line_distance_m,source_node,target_node,walkability_field,day_type,hour,warm_start_enabled,hard_overlap_mode,seed_index,seed,steps,replicas,slices,duration_sec,baseline_k_paths_found,baseline_total_cost,baseline_total_length,baseline_max_similarity,baseline_within_theta,sqa_all_paths_found,sqa_total_cost,sqa_total_length,sqa_selected_edge_count,sqa_max_similarity,sqa_max_shared_weight,sqa_within_theta,sqa_within_hard_budget,sqa_within_pathwise_ratio,sqa_feasible,sqa_matches_baseline_set,sqa_total_cost_gap_vs_baseline,k_paths_requested,run_dir,log_file,primary_outcome
d0800_dynwd05,d0800,800,799.1359807833297,179,246,dynwd05,weekday,05,True,budget,0,42,60,12,20,46.855,2,3098.878645587535,2428.2736455875347,0.0,True,True,3098.878645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwd05/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwd05__seed_042.log,tie
d0800_dynwd08,d0800,800,799.1359807833297,179,246,dynwd08,weekday,08,True,budget,0,42,60,12,20,44.959,2,3081.878645587535,2428.2736455875347,0.0,True,True,3081.878645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwd08/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwd08__seed_042.log,tie
d0800_dynwd12,d0800,800,799.1359807833297,179,246,dynwd12,weekday,12,True,budget,0,42,60,12,20,46.847,2,3075.253645587535,2428.2736455875347,0.0,True,True,3075.253645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwd12/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwd12__seed_042.log,tie
d0800_dynwd17,d0800,800,799.1359807833297,179,246,dynwd17,weekday,17,True,budget,0,42,60,12,20,46.455,2,3071.128645587535,2428.2736455875347,0.0,True,True,3071.128645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwd17/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwd17__seed_042.log,tie
d0800_dynwd21,d0800,800,799.1359807833297,179,246,dynwd21,weekday,21,True,budget,0,42,60,12,20,46.821,2,3098.878645587535,2428.2736455875347,0.0,True,True,3098.878645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwd21/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwd21__seed_042.log,tie
d0800_dynwe05,d0800,800,799.1359807833297,179,246,dynwe05,weekend,05,True,budget,0,42,60,12,20,46.214,2,3098.878645587535,2428.2736455875347,0.0,True,True,3098.878645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwe05/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwe05__seed_042.log,tie
d0800_dynwe08,d0800,800,799.1359807833297,179,246,dynwe08,weekend,08,True,budget,0,42,60,12,20,48.511,2,3092.6336455875353,2428.2736455875347,0.0,True,True,3092.6336455875353,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwe08/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwe08__seed_042.log,tie
d0800_dynwe12,d0800,800,799.1359807833297,179,246,dynwe12,weekend,12,True,budget,0,42,60,12,20,47.941,2,3082.003645587535,2428.2736455875347,0.0,True,True,3082.003645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwe12/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwe12__seed_042.log,tie
d0800_dynwe17,d0800,800,799.1359807833297,179,246,dynwe17,weekend,17,True,budget,0,42,60,12,20,47.65,2,3093.503645587535,2428.2736455875347,0.0,True,True,3093.503645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwe17/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwe17__seed_042.log,tie
d0800_dynwe21,d0800,800,799.1359807833297,179,246,dynwe21,weekend,21,True,budget,0,42,60,12,20,47.975,2,3098.878645587535,2428.2736455875347,0.0,True,True,3098.878645587535,2428.2736455875347,45,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d0800_dynwe21/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d0800_dynwe21__seed_042.log,tie
d1200_dynwd05,d1200,1200,1202.828070248327,80,314,dynwd05,weekday,05,True,budget,0,42,60,12,20,47.844,2,4574.8555384799865,3696.7855384799855,0.0,True,True,4574.8555384799865,3696.7855384799855,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwd05/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwd05__seed_042.log,tie
d1200_dynwd08,d1200,1200,1202.828070248327,80,314,dynwd08,weekday,08,True,budget,0,42,60,12,20,47.936,2,4552.998538479986,3685.2285384799857,0.0,True,True,4552.998538479986,3685.2285384799857,61,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwd08/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwd08__seed_042.log,tie
d1200_dynwd12,d1200,1200,1202.828070248327,80,314,dynwd12,weekday,12,True,budget,0,42,60,12,20,47.856,2,4542.7705384799865,3692.295538479985,0.0,True,True,4542.7705384799865,3692.295538479985,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwd12/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwd12__seed_042.log,tie
d1200_dynwd17,d1200,1200,1202.828070248327,80,314,dynwd17,weekday,17,True,budget,0,42,60,12,20,47.545,2,4545.536538479986,3689.396538479986,0.0,True,True,4545.536538479986,3689.396538479986,61,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwd17/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwd17__seed_042.log,tie
d1200_dynwd21,d1200,1200,1202.828070248327,80,314,dynwd21,weekday,21,True,budget,0,42,60,12,20,33.539,2,4574.8555384799865,3696.7855384799855,0.0,True,True,4574.8555384799865,3696.7855384799855,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwd21/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwd21__seed_042.log,tie
d1200_dynwe05,d1200,1200,1202.828070248327,80,314,dynwe05,weekend,05,True,budget,0,42,60,12,20,33.349,2,4574.8555384799865,3696.7855384799855,0.0,True,True,4574.8555384799865,3696.7855384799855,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwe05/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwe05__seed_042.log,tie
d1200_dynwe08,d1200,1200,1202.828070248327,80,314,dynwe08,weekend,08,True,budget,0,42,60,12,20,33.088,2,4560.786538479986,3694.1365384799856,0.0,True,True,4560.786538479986,3694.1365384799856,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwe08/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwe08__seed_042.log,tie
d1200_dynwe12,d1200,1200,1202.828070248327,80,314,dynwe12,weekend,12,True,budget,0,42,60,12,20,32.163,2,4541.914538479986,3689.3245384799857,0.0,True,True,4541.914538479986,3689.3245384799857,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwe12/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwe12__seed_042.log,tie
d1200_dynwe17,d1200,1200,1202.828070248327,80,314,dynwe17,weekend,17,True,budget,0,42,60,12,20,32.574,2,4453.13089289245,3630.675892892451,0.05391377255039438,True,True,4453.13089289245,3630.675892892451,55,0.05391377255039438,115.015,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwe17/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwe17__seed_042.log,tie
d1200_dynwe21,d1200,1200,1202.828070248327,80,314,dynwe21,weekend,21,True,budget,0,42,60,12,20,32.564,2,4574.8555384799865,3696.7855384799855,0.0,True,True,4574.8555384799865,3696.7855384799855,60,0.0,0.0,True,True,True,True,True,0.0,2,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/runs/d1200_dynwe21/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/kspwlo_routing/benchmarks/mode_compare_formal_01/mode_suites/budget_warm_on/logs/d1200_dynwe21__seed_042.log,tie
