warm_start_enabled,hard_overlap_mode,total_runs,feasible_runs,within_theta_runs,within_hard_budget_runs,within_pathwise_ratio_runs,wins,ties,losses,no_route_runs,infeasible_runs,mean_cost_gap_vs_baseline,mean_max_similarity
True,budget,30,30,30,30,30,0,30,0,0,0,0.0,0.06069839866059675
