step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
0,0.2,3.0,8.7671445858398,76923.10300303747,-26817.978624306135,-26817.978624306135,39
1,0.26440677966101694,2.952542372881356,6.134184381799163,-21534.41482822275,-47527.52869662547,-47527.52869662547,42
2,0.32881355932203393,2.905084745762712,4.626168823284068,-27852.97202736063,-47527.52869662547,-47527.52869662547,42
3,0.39322033898305087,2.857627118644068,3.662294375197252,-28619.661466103567,-47527.52869662547,-47527.52869662547,42
4,0.4576271186440678,2.8101694915254236,2.9997838819433884,-28883.33744032292,-47527.52869662547,-47527.52869662547,42
5,0.5220338983050847,2.76271186440678,2.5202132786380456,-28930.2408171185,-47527.52869662547,-47527.52869662547,42
6,0.5864406779661018,2.7152542372881356,2.1593320210614597,-28933.463725957376,-47528.58802561447,-47528.58802561447,43
7,0.6508474576271186,2.6677966101694914,1.8794475513200992,-28937.568400731852,-47528.58802561447,-47528.58802561447,43
8,0.7152542372881356,2.6203389830508477,1.6570800368077094,-28946.105894582353,-47528.58802561447,-47528.58802561447,43
9,0.7796610169491525,2.5728813559322035,1.4768901366346319,-28954.83551806928,-47528.58802561447,-47528.58802561447,43
10,0.8440677966101695,2.5254237288135593,1.3284610610971352,-29040.90894813139,-47528.58802561447,-47528.58802561447,43
11,0.9084745762711863,2.477966101694915,1.2044878847904261,-29048.336969045165,-47528.58802561447,-47528.58802561447,43
12,0.9728813559322034,2.4305084745762713,1.0997071786482324,-29050.302477726527,-47528.58802561447,-47528.58802561447,43
13,1.0372881355932204,2.383050847457627,1.010237560475318,-29053.134607139487,-47528.58802561447,-47528.58802561447,43
14,1.1016949152542372,2.335593220338983,0.9331588588487881,-29099.491719834623,-47528.58802561447,-47528.58802561447,43
15,1.1661016949152543,2.288135593220339,0.8662352814517242,-29144.42147977385,-47528.58802561447,-47528.58802561447,43
16,1.230508474576271,2.240677966101695,0.8077284363938345,-29145.555587629588,-47528.58802561447,-47528.58802561447,43
17,1.2949152542372881,2.1932203389830507,0.7562680748669842,-29148.46310274422,-47528.58802561447,-47528.58802561447,43
18,1.359322033898305,2.145762711864407,0.7107608781225873,-29150.272793738615,-47528.58802561447,-47528.58802561447,43
19,1.423728813559322,2.0983050847457627,0.67032489817025,-29154.40905403497,-47528.58802561447,-47528.58802561447,43
20,1.4881355932203388,2.0508474576271185,0.6342416537873132,-29156.88183563528,-47528.58802561447,-47528.58802561447,43
21,1.5525423728813559,2.0033898305084747,0.6019206025695011,-29242.490227384453,-47528.58802561447,-47528.58802561447,43
22,1.6169491525423727,1.9559322033898305,0.5728724339344766,-29243.61095122163,-47528.58802561447,-47528.58802561447,43
23,1.6813559322033897,1.9084745762711866,0.546688745183783,-29246.48918422523,-47528.58802561447,-47528.58802561447,43
24,1.7457627118644068,1.8610169491525426,0.5230264009797442,-29246.96977069466,-47527.52869662547,-47528.58802561447,42
25,1.8101694915254236,1.8135593220338984,0.5015953732588893,-29249.501648930058,-47528.58802561447,-47528.58802561447,43
26,1.8745762711864407,1.7661016949152544,0.4821491982751001,-29251.41388329006,-47528.58802561447,-47528.58802561447,43
27,1.9389830508474575,1.7186440677966104,0.4644774233117071,-29254.32253705143,-47528.58802561447,-47528.58802561447,43
28,2.0033898305084747,1.6711864406779662,0.44839958166891114,-29256.17433107018,-47528.58802561447,-47528.58802561447,43
29,2.0677966101694913,1.6237288135593222,0.4337603530027691,-29258.227520652355,-47528.58802561447,-47528.58802561447,43
