path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,20,1421.669,1136.8139999999999,2.15145,0
2,True,25,1660.209645587535,1291.4596455875349,2.0500000000000003,0
