step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
25,1.8101694915254236,1.8135593220338984,0.5015953732588893,-20888.91183459949,-46906.47511526816,-46906.47511526816,50
26,1.8745762711864407,1.7661016949152544,0.4821491982751001,-20905.400155757463,-46906.47511526816,-46906.47511526816,50
27,1.9389830508474575,1.7186440677966104,0.4644774233117071,-20919.810311546626,-46906.47511526816,-46906.47511526816,50
28,2.0033898305084747,1.6711864406779662,0.44839958166891114,-20939.62270537709,-46906.47511526816,-46906.47511526816,50
29,2.0677966101694913,1.6237288135593222,0.4337603530027691,-20948.448932715117,-46906.47511526816,-46906.47511526816,50
30,2.1322033898305084,1.5762711864406782,0.42042565164870177,-20962.86768192413,-46906.47511526816,-46906.47511526816,50
31,2.1966101694915254,1.528813559322034,0.40827944807331756,-20977.24407444103,-46906.47511526816,-46906.47511526816,50
32,2.2610169491525425,1.48135593220339,0.39722117478755736,-21036.53081985413,-46906.47511526816,-46906.47511526816,50
33,2.3254237288135595,1.433898305084746,0.38716360256650983,-21056.886273115142,-46906.47511526816,-46906.47511526816,50
34,2.3898305084745766,1.3864406779661018,0.37803109890781134,-21066.105468853457,-46906.47511526816,-46906.47511526816,50
35,2.454237288135593,1.3389830508474578,0.3697582006284919,-21079.383303511175,-46906.47511526816,-46906.47511526816,50
36,2.51864406779661,1.2915254237288138,0.36228844801186894,-21091.989781396416,-46906.47511526816,-46906.47511526816,50
37,2.5830508474576273,1.2440677966101696,0.3555734401923073,-21102.821629129543,-46906.47511526816,-46906.47511526816,50
38,2.6474576271186443,1.1966101694915257,0.3495720814260328,-21108.40450930673,-46906.47511526816,-46906.47511526816,50
39,2.711864406779661,1.1491525423728817,0.3442499962607039,-21112.06988571845,-46906.47511526816,-46906.47511526816,50
40,2.776271186440678,1.1016949152542375,0.33957909898246735,-21113.986239954786,-46906.47511526816,-46906.47511526816,50
41,2.840677966101695,1.0542372881355935,0.33553730962617,-21118.750270157005,-46906.47511526816,-46906.47511526816,50
42,2.905084745762712,1.0067796610169495,0.33210841582605516,-21121.89929713915,-46906.47511526816,-46906.47511526816,50
43,2.969491525423729,0.9593220338983053,0.3292820874796708,-21123.552572437457,-46906.47511526816,-46906.47511526816,50
44,3.0338983050847457,0.9118644067796611,0.3270540603852206,-21125.101844217766,-46906.47511526816,-46906.47511526816,50
45,3.0983050847457627,0.8644067796610173,0.32542651678937634,-21123.408976705025,-46906.47511526816,-46906.47511526816,50
46,3.1627118644067798,0.8169491525423731,0.3244087067781581,-21125.23539961113,-46906.47511526816,-46906.47511526816,50
47,3.227118644067797,0.7694915254237289,0.32401787719585073,-21127.694688224805,-46906.47511526816,-46906.47511526816,50
48,3.291525423728814,0.7220338983050851,0.3242806083913215,-21129.572551247464,-46906.47511526816,-46906.47511526816,50
49,3.3559322033898304,0.6745762711864409,0.32523471043442614,-21129.616560976818,-46906.47511526816,-46906.47511526816,50
50,3.4203389830508475,0.6271186440677967,0.32693191138885197,-21130.383802183063,-46906.47511526816,-46906.47511526816,50
51,3.4847457627118645,0.579661016949153,0.3294417020198396,-21130.096922491623,-46906.47511526816,-46906.47511526816,50
52,3.5491525423728816,0.5322033898305087,0.33285692346539725,-21130.907795400624,-46906.47511526816,-46906.47511526816,50
53,3.613559322033898,0.48474576271186454,0.3373020736014899,-21130.027840216273,-46906.47511526816,-46906.47511526816,50
54,3.6779661016949152,0.4372881355932208,0.3429460204917691,-21131.30044388591,-46906.47511526816,-46906.47511526816,50
55,3.7423728813559323,0.38983050847457656,0.35002218531134643,-21130.365368236995,-46906.47511526816,-46906.47511526816,50
56,3.8067796610169493,0.34237288135593236,0.358862074002305,-21129.288901117576,-46906.47511526816,-46906.47511526816,50
57,3.8711864406779664,0.2949152542372886,0.3699542601687287,-21131.34632404643,-46906.47511526816,-46906.47511526816,50
58,3.935593220338983,0.24745762711864439,0.3840560172335896,-21128.41548598963,-46906.47511526816,-46906.47511526816,50
59,4.0,0.2,0.40242611989749455,-21128.037037142964,-46906.47511526816,-46906.47511526816,50
