step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
0,0.2,3.0,8.7671445858398,106596.495218374,-24854.192650661327,-24854.192650661327,68
1,0.26440677966101694,2.952542372881356,6.134184381799163,-3519.1387050222133,-45457.20863479276,-45457.20863479276,64
2,0.32881355932203393,2.905084745762712,4.626168823284068,-15265.606004992396,-45457.20863479276,-45457.20863479276,64
3,0.39322033898305087,2.857627118644068,3.662294375197252,-16505.781717542406,-45457.20863479276,-45457.20863479276,64
4,0.4576271186440678,2.8101694915254236,2.9997838819433884,-17095.708727089183,-45457.20863479276,-45457.20863479276,64
5,0.5220338983050847,2.76271186440678,2.5202132786380456,-17321.395644200253,-45457.20863479276,-45457.20863479276,64
6,0.5864406779661018,2.7152542372881356,2.1593320210614597,-17419.44343465748,-45457.20863479276,-45457.20863479276,64
7,0.6508474576271186,2.6677966101694914,1.8794475513200992,-17438.396922525357,-45457.20863479276,-45457.20863479276,64
8,0.7152542372881356,2.6203389830508477,1.6570800368077094,-17456.992856213554,-45457.20863479276,-45457.20863479276,64
9,0.7796610169491525,2.5728813559322035,1.4768901366346319,-17475.52613460459,-45457.20863479276,-45457.20863479276,64
10,0.8440677966101695,2.5254237288135593,1.3284610610971352,-17488.366019650082,-45457.20863479276,-45457.20863479276,64
11,0.9084745762711863,2.477966101694915,1.2044878847904261,-17498.58523998653,-45457.20863479276,-45457.20863479276,64
12,0.9728813559322034,2.4305084745762713,1.0997071786482324,-17512.366682861397,-45457.12272686439,-45457.20863479276,65
13,1.0372881355932204,2.383050847457627,1.010237560475318,-17528.43499759129,-45456.85082796986,-45457.20863479276,65
14,1.1016949152542372,2.335593220338983,0.9331588588487881,-17550.96012027733,-45456.85082796986,-45457.20863479276,65
15,1.1661016949152543,2.288135593220339,0.8662352814517242,-17563.279575387583,-45457.20863479276,-45457.20863479276,64
16,1.230508474576271,2.240677966101695,0.8077284363938345,-17665.461485088035,-45457.20863479276,-45457.20863479276,64
