mode,mode_description,mode_primary_stage,scenario_name,distance_label,target_distance_m,straight_line_distance_m,source_node,target_node,walkability_field,day_type,hour,seed_index,seed,steps,replicas,slices,duration_sec,baseline_route_found,baseline_route_cost,baseline_route_length,sqa_route_found,sqa_route_cost,sqa_route_length,sqa_selected_edge_count,sqa_matches_baseline_route,sqa_cost_gap_vs_baseline,local_search_status,local_search_route_cost,local_search_route_length,local_search_cost_gap_vs_baseline,local_search_matches_baseline_route,run_dir,log_file,primary_route_found,primary_cost_gap_vs_baseline,primary_matches_baseline_route,primary_stage,sqa_outcome,local_search_outcome,primary_outcome
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd12,d0400,400,399.89096238073773,24,318,dynwd12,weekday,12,0,42,200,32,20,32.208,True,904.131,703.126,True,904.131,703.126,14,True,0.0,completed,904.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd12/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd12__seed_042.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd12,d0400,400,399.89096238073773,24,318,dynwd12,weekday,12,1,43,200,32,20,31.855,True,904.131,703.126,True,904.131,703.126,16,True,0.0,completed,904.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd12/seed_043,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd12__seed_043.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd12,d0400,400,399.89096238073773,24,318,dynwd12,weekday,12,2,44,200,32,20,42.901,True,904.131,703.126,True,904.131,703.126,14,True,0.0,completed,904.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd12/seed_044,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd12__seed_044.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd12,d0400,400,399.89096238073773,24,318,dynwd12,weekday,12,3,45,200,32,20,43.029,True,904.131,703.126,True,904.131,703.126,14,True,0.0,completed,904.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd12/seed_045,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd12__seed_045.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd12,d0400,400,399.89096238073773,24,318,dynwd12,weekday,12,4,46,200,32,20,42.757,True,904.131,703.126,True,904.131,703.126,14,True,0.0,completed,904.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd12/seed_046,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd12__seed_046.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd17,d0400,400,399.89096238073773,24,318,dynwd17,weekday,17,0,42,200,32,20,42.948,True,905.131,703.126,True,905.131,703.126,14,True,0.0,completed,905.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd17/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd17__seed_042.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd17,d0400,400,399.89096238073773,24,318,dynwd17,weekday,17,1,43,200,32,20,42.897,True,905.131,703.126,True,905.131,703.126,16,True,0.0,completed,905.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd17/seed_043,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd17__seed_043.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd17,d0400,400,399.89096238073773,24,318,dynwd17,weekday,17,2,44,200,32,20,42.831,True,905.131,703.126,True,905.131,703.126,14,True,0.0,completed,905.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd17/seed_044,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd17__seed_044.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd17,d0400,400,399.89096238073773,24,318,dynwd17,weekday,17,3,45,200,32,20,44.417,True,905.131,703.126,True,905.131,703.126,14,True,0.0,completed,905.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd17/seed_045,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd17__seed_045.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd17,d0400,400,399.89096238073773,24,318,dynwd17,weekday,17,4,46,200,32,20,44.657,True,905.131,703.126,True,905.131,703.126,14,True,0.0,completed,905.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd17/seed_046,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd17__seed_046.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd21,d0400,400,399.89096238073773,24,318,dynwd21,weekday,21,0,42,200,32,20,44.686,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd21/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd21__seed_042.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd21,d0400,400,399.89096238073773,24,318,dynwd21,weekday,21,1,43,200,32,20,44.693,True,911.886,703.126,True,911.886,703.126,16,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd21/seed_043,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd21__seed_043.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd21,d0400,400,399.89096238073773,24,318,dynwd21,weekday,21,2,44,200,32,20,44.146,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd21/seed_044,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd21__seed_044.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd21,d0400,400,399.89096238073773,24,318,dynwd21,weekday,21,3,45,200,32,20,44.19,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd21/seed_045,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd21__seed_045.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwd21,d0400,400,399.89096238073773,24,318,dynwd21,weekday,21,4,46,200,32,20,39.674,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwd21/seed_046,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwd21__seed_046.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe05,d0400,400,399.89096238073773,24,318,dynwe05,weekend,05,0,42,200,32,20,39.329,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe05/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe05__seed_042.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe05,d0400,400,399.89096238073773,24,318,dynwe05,weekend,05,1,43,200,32,20,39.456,True,911.886,703.126,True,911.886,703.126,16,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe05/seed_043,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe05__seed_043.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe05,d0400,400,399.89096238073773,24,318,dynwe05,weekend,05,2,44,200,32,20,39.51,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe05/seed_044,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe05__seed_044.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe05,d0400,400,399.89096238073773,24,318,dynwe05,weekend,05,3,45,200,32,20,38.981,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe05/seed_045,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe05__seed_045.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe05,d0400,400,399.89096238073773,24,318,dynwe05,weekend,05,4,46,200,32,20,38.946,True,911.886,703.126,True,911.886,703.126,14,True,0.0,completed,911.886,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe05/seed_046,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe05__seed_046.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe08,d0400,400,399.89096238073773,24,318,dynwe08,weekend,08,0,42,200,32,20,31.208,True,909.673,703.448,True,909.673,703.448,16,True,0.0,completed,909.673,703.448,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe08/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe08__seed_042.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe08,d0400,400,399.89096238073773,24,318,dynwe08,weekend,08,1,43,200,32,20,31.201,True,909.673,703.448,True,909.673,703.448,14,True,0.0,completed,909.673,703.448,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe08/seed_043,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe08__seed_043.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe08,d0400,400,399.89096238073773,24,318,dynwe08,weekend,08,2,44,200,32,20,31.064,True,909.673,703.448,True,909.673,703.448,14,True,0.0,completed,909.673,703.448,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe08/seed_044,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe08__seed_044.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe08,d0400,400,399.89096238073773,24,318,dynwe08,weekend,08,3,45,200,32,20,30.946,True,909.673,703.448,True,909.673,703.448,14,True,0.0,completed,909.673,703.448,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe08/seed_045,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe08__seed_045.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe08,d0400,400,399.89096238073773,24,318,dynwe08,weekend,08,4,46,200,32,20,30.979,True,909.673,703.448,True,909.673,703.448,14,True,0.0,completed,909.673,703.448,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe08/seed_046,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe08__seed_046.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe12,d0400,400,399.89096238073773,24,318,dynwe12,weekend,12,0,42,200,32,20,31.052,True,906.131,703.126,True,906.131,703.126,14,True,0.0,completed,906.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe12/seed_042,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe12__seed_042.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe12,d0400,400,399.89096238073773,24,318,dynwe12,weekend,12,1,43,200,32,20,35.694,True,906.131,703.126,True,906.131,703.126,16,True,0.0,completed,906.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe12/seed_043,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe12__seed_043.log,True,0.0,True,local_search,tie,tie,tie
baseline_plus_block_move,Dijkstra warm start plus baseline seeded block-move local search,local_search,d0400_dynwe12,d0400,400,399.89096238073773,24,318,dynwe12,weekend,12,2,44,200,32,20,35.779,True,906.131,703.126,True,906.131,703.126,14,True,0.0,completed,906.131,703.126,0.0,True,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/runs/baseline_plus_block_move/d0400_dynwe12/seed_044,/Users/tsun-yuanku/local/qa_course_platform_github_pages/SQA_Algorithm/outputs/path_routing/benchmarks/formal_modes_suite_01/logs/baseline_plus_block_move/d0400_dynwe12__seed_044.log,True,0.0,True,local_search,tie,tie,tie
