step,beta,gamma,j_perp,avg_energy,step_best_energy,best_energy_so_far,step_best_ones
0,0.2,3.0,8.7671445858398,76714.16607695041,-23864.418795061658,-23864.418795061658,37
1,0.26440677966101694,2.952542372881356,6.134184381799163,-20104.062281887753,-47538.390821788766,-47538.390821788766,42
2,0.32881355932203393,2.905084745762712,4.626168823284068,-27116.715710635275,-47538.390821788766,-47538.390821788766,42
3,0.39322033898305087,2.857627118644068,3.662294375197252,-27964.507760877405,-47538.390821788766,-47538.390821788766,42
4,0.4576271186440678,2.8101694915254236,2.9997838819433884,-28061.062305302326,-47538.390821788766,-47538.390821788766,42
5,0.5220338983050847,2.76271186440678,2.5202132786380456,-28065.58832543176,-47538.390821788766,-47538.390821788766,42
6,0.5864406779661018,2.7152542372881356,2.1593320210614597,-28074.01039857392,-47538.390821788766,-47538.390821788766,42
7,0.6508474576271186,2.6677966101694914,1.8794475513200992,-28083.72809665211,-47538.390821788766,-47538.390821788766,42
8,0.7152542372881356,2.6203389830508477,1.6570800368077094,-28176.013472386963,-47538.390821788766,-47538.390821788766,42
9,0.7796610169491525,2.5728813559322035,1.4768901366346319,-28182.06515121117,-47538.390821788766,-47538.390821788766,42
10,0.8440677966101695,2.5254237288135593,1.3284610610971352,-28230.300552529687,-47538.390821788766,-47538.390821788766,42
11,0.9084745762711863,2.477966101694915,1.2044878847904261,-28272.70293173516,-47539.02194685851,-47539.02194685851,43
12,0.9728813559322034,2.4305084745762713,1.0997071786482324,-28277.314684711237,-47539.02194685851,-47539.02194685851,43
13,1.0372881355932204,2.383050847457627,1.010237560475318,-28282.615183408092,-47539.02194685851,-47539.02194685851,43
14,1.1016949152542372,2.335593220338983,0.9331588588487881,-28326.427232051927,-47539.02194685851,-47539.02194685851,43
15,1.1661016949152543,2.288135593220339,0.8662352814517242,-28368.771744777372,-47539.02194685851,-47539.02194685851,43
16,1.230508474576271,2.240677966101695,0.8077284363938345,-28456.58871009089,-47539.02194685851,-47539.02194685851,43
17,1.2949152542372881,2.1932203389830507,0.7562680748669842,-28456.95112056468,-47538.390821788766,-47539.02194685851,42
18,1.359322033898305,2.145762711864407,0.7107608781225873,-28462.66133744043,-47539.02194685851,-47539.02194685851,43
19,1.423728813559322,2.0983050847457627,0.67032489817025,-28464.54905746788,-47539.02194685851,-47539.02194685851,43
20,1.4881355932203388,2.0508474576271185,0.6342416537873132,-28466.719527195113,-47539.02194685851,-47539.02194685851,43
21,1.5525423728813559,2.0033898305084747,0.6019206025695011,-28468.622911497143,-47539.02194685851,-47539.02194685851,43
22,1.6169491525423727,1.9559322033898305,0.5728724339344766,-28471.21963536584,-47539.02194685851,-47539.02194685851,43
23,1.6813559322033897,1.9084745762711866,0.546688745183783,-28474.305500330924,-47538.390821788766,-47539.02194685851,42
24,1.7457627118644068,1.8610169491525426,0.5230264009797442,-28480.14163410761,-47538.390821788766,-47539.02194685851,42
25,1.8101694915254236,1.8135593220338984,0.5015953732588893,-28483.77796218195,-47539.02194685851,-47539.02194685851,43
26,1.8745762711864407,1.7661016949152544,0.4821491982751001,-28488.181499830076,-47539.02194685851,-47539.02194685851,43
27,1.9389830508474575,1.7186440677966104,0.4644774233117071,-28489.397981002916,-47539.02194685851,-47539.02194685851,43
28,2.0033898305084747,1.6711864406779662,0.44839958166891114,-28578.068855613754,-47539.02194685851,-47539.02194685851,43
29,2.0677966101694913,1.6237288135593222,0.4337603530027691,-28580.805972608512,-47538.390821788766,-47539.02194685851,42
30,2.1322033898305084,1.5762711864406782,0.42042565164870177,-28582.960400430526,-47539.02194685851,-47539.02194685851,43
31,2.1966101694915254,1.528813559322034,0.40827944807331756,-28584.603889237314,-47539.02194685851,-47539.02194685851,43
32,2.2610169491525425,1.48135593220339,0.39722117478755736,-28625.985021972527,-47538.390821788766,-47539.02194685851,42
33,2.3254237288135595,1.433898305084746,0.38716360256650983,-28669.279109538194,-47539.02194685851,-47539.02194685851,43
34,2.3898305084745766,1.3864406779661018,0.37803109890781134,-28674.88783756358,-47539.02194685851,-47539.02194685851,43
35,2.454237288135593,1.3389830508474578,0.3697582006284919,-28678.287699127868,-47539.02194685851,-47539.02194685851,43
36,2.51864406779661,1.2915254237288138,0.36228844801186894,-28677.0278611802,-47539.02194685851,-47539.02194685851,43
37,2.5830508474576273,1.2440677966101696,0.3555734401923073,-28678.889290942312,-47539.02194685851,-47539.02194685851,43
38,2.6474576271186443,1.1966101694915257,0.3495720814260328,-28679.92552647535,-47539.02194685851,-47539.02194685851,43
39,2.711864406779661,1.1491525423728817,0.3442499962607039,-28680.12718105182,-47539.02194685851,-47539.02194685851,43
40,2.776271186440678,1.1016949152542375,0.33957909898246735,-28678.88486298108,-47538.390821788766,-47539.02194685851,42
41,2.840677966101695,1.0542372881355935,0.33553730962617,-28680.28407928278,-47538.390821788766,-47539.02194685851,42
42,2.905084745762712,1.0067796610169495,0.33210841582605516,-28681.52135184186,-47538.390821788766,-47539.02194685851,42
43,2.969491525423729,0.9593220338983053,0.3292820874796708,-28683.65956676613,-47539.02194685851,-47539.02194685851,43
44,3.0338983050847457,0.9118644067796611,0.3270540603852206,-28685.082991289906,-47538.390821788766,-47539.02194685851,42
45,3.0983050847457627,0.8644067796610173,0.32542651678937634,-28686.743797575287,-47539.02194685851,-47539.02194685851,43
46,3.1627118644067798,0.8169491525423731,0.3244087067781581,-28686.846235031364,-47538.390821788766,-47539.02194685851,42
47,3.227118644067797,0.7694915254237289,0.32401787719585073,-28685.88471192094,-47538.390821788766,-47539.02194685851,42
48,3.291525423728814,0.7220338983050851,0.3242806083913215,-28687.343017376363,-47537.21723607436,-47539.02194685851,42
49,3.3559322033898304,0.6745762711864409,0.32523471043442614,-28687.07650577481,-47539.02194685851,-47539.02194685851,43
50,3.4203389830508475,0.6271186440677967,0.32693191138885197,-28687.087408100484,-47538.390821788766,-47539.02194685851,42
51,3.4847457627118645,0.579661016949153,0.3294417020198396,-28686.41621527785,-47538.390821788766,-47539.02194685851,42
52,3.5491525423728816,0.5322033898305087,0.33285692346539725,-28686.941542703447,-47538.390821788766,-47539.02194685851,42
53,3.613559322033898,0.48474576271186454,0.3373020736014899,-28687.17194828938,-47538.390821788766,-47539.02194685851,42
54,3.6779661016949152,0.4372881355932208,0.3429460204917691,-28687.193700728945,-47537.21723607436,-47539.02194685851,42
55,3.7423728813559323,0.38983050847457656,0.35002218531134643,-28686.94398712738,-47537.21723607436,-47539.02194685851,42
56,3.8067796610169493,0.34237288135593236,0.358862074002305,-28687.235754669204,-47538.390821788766,-47539.02194685851,42
57,3.8711864406779664,0.2949152542372886,0.3699542601687287,-28686.65886501757,-47538.390821788766,-47539.02194685851,42
58,3.935593220338983,0.24745762711864439,0.3840560172335896,-28687.056241361926,-47537.21723607436,-47539.02194685851,42
59,4.0,0.2,0.40242611989749455,-28686.744227859097,-47537.21723607436,-47539.02194685851,42
