path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,26,2123.063892892451,1765.743892892451,2.251384615384615,0
2,True,34,2419.706645587535,1926.5516455875345,2.099088235294117,0
