path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,20,1425.6740000000002,1136.8139999999999,2.1114,0
2,True,25,1666.959645587535,1291.4596455875349,1.9959999999999993,0
