id,isw,is,WIEH,wPSQ,wSE,wSW,wCRw,wEoS,wEoO,wEoP,wETV,wEuF,wSLQ,wDIS,wSLP,wSTR,wCTV,shdwd12,shdwd17,dynwd12,dynwd17,tempwd12,tempwd17,humwd12,humwd17,shdwd21,shdwd08,shdwd05,shdwe05,shdwe08,shdwe12,shdwe17,shdwe21,lgtwd05,lgtwd08,lgtwd12,lgtwd17,lgtwd21,lgtwe05,lgtwe08,lgtwe12,lgtwe17,lgtwe21,aqiwd05,aqiwd08,aqiwd12,aqiwd17,aqiwd21,aqiwe05,aqiwe08,aqiwe12,aqiwe17,aqiwe21,tempwd05,humwd05,tempwd08,humwd08,temwd12,huwd12,temwd17,huwd17,temwd21,huwd21,tempwe05,humwe05,termpwe08,humwe08,tempwe12,humwe12,tempwe17,humwe17,tempwe21,humwe21,trfwd05,trfwd08,trfwd12,trfwd17,trfwd21,trfwe05,trfwe08,trfwe12,trfwe17,trfwe21,dynwd05,dynwd08,dynwd21,dynwe08,dynwe05,dynwe12,dynwe17,dynwe21,cdynwd05,cdynwd08,cdynwd12,cdynwd17,cdynwd21,cdynwe05,cdynwe08,cdynwe12,cdynwe17,cdynwe21,cWIEH,urbantype,length,segment_id,part_idx,direction,source_node,target_node,segment_length,cost_dynwd12,cost_dynwd17,cost_dynwd05,cost_dynwd08,cost_dynwd21,cost_dynwe08,cost_dynwe05,cost_dynwe12,cost_dynwe17,cost_dynwe21,component_id
198,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,2,3,1.808,1.833,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.733,1.783,1.733,1.533,1.733,1.558,1.558,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,21.424,198:0,0,backward,150,145,21.424,37.384,37.259,37.759,37.509,37.759,38.759,37.759,38.634,38.634,37.759,0
199,2.04,1.5,1.36,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,3,2,3,1.752,1.777,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.677,1.727,1.677,1.477,1.677,1.502,1.502,1.677,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,26.549,199:0,0,forward,146,148,26.549,42.789,42.664,43.164,42.914,43.164,44.164,43.164,44.039,44.039,43.164,0
199,2.04,1.5,1.36,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,3,2,3,1.752,1.777,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.677,1.727,1.677,1.477,1.677,1.502,1.502,1.677,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,26.549,199:0,0,backward,148,146,26.549,42.789,42.664,43.164,42.914,43.164,44.164,43.164,44.039,44.039,43.164,0
200,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,1,2,1,3,2,3,1.696,1.721,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.621,1.671,1.621,1.421,1.621,1.446,1.446,1.621,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,18.982,200:0,0,forward,146,145,18.982,35.502,35.376999999999995,35.876999999999995,35.626999999999995,35.876999999999995,36.876999999999995,35.876999999999995,36.752,36.752,35.876999999999995,0
200,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,1,2,1,3,2,3,1.696,1.721,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.621,1.671,1.621,1.421,1.621,1.446,1.446,1.621,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,18.982,200:0,0,backward,145,146,18.982,35.502,35.376999999999995,35.876999999999995,35.626999999999995,35.876999999999995,36.876999999999995,35.876999999999995,36.752,36.752,35.876999999999995,0
201,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,2,3,1.808,1.833,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.733,1.783,1.733,1.533,1.733,1.558,1.558,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,11.988,201:0,0,forward,150,146,11.988,27.948,27.823,28.323,28.073,28.323,29.323,28.323,29.198,29.198,28.323,0
201,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,2,3,1.808,1.833,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.733,1.783,1.733,1.533,1.733,1.558,1.558,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,11.988,201:0,0,backward,146,150,11.988,27.948,27.823,28.323,28.073,28.323,29.323,28.323,29.198,29.198,28.323,0
202,2.04,1.5,1.36,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,3,3,3,1.802,1.777,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.677,1.727,1.677,1.477,1.677,1.552,1.502,1.677,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,21.299,202:0,0,forward,150,148,21.299,37.289,37.414,37.914,37.664,37.914,38.914,37.914,38.539,38.789,37.914,0
202,2.04,1.5,1.36,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,3,3,3,1.802,1.777,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.677,1.727,1.677,1.477,1.677,1.552,1.502,1.677,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,21.299,202:0,0,backward,148,150,21.299,37.289,37.414,37.914,37.664,37.914,38.914,37.914,38.539,38.789,37.914,0
203,2.56,1.0,2.56,3,3.0,3.0,3,3,3,3.0,2,3,2,2,1,1,1,2,3,2.592,2.567,3.0,3.0,2.0,3.0,3,1,3,3,1,2,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.467,2.517,2.467,2.467,2.467,2.542,2.492,2.467,Reasonably age-friendly,More age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,campus,160.585,203:0,0,forward,150,151,160.585,172.625,172.75,173.25,173.0,173.25,173.25,173.25,172.875,173.125,173.25,0
203,2.56,1.0,2.56,3,3.0,3.0,3,3,3,3.0,2,3,2,2,1,1,1,2,3,2.592,2.567,3.0,3.0,2.0,3.0,3,1,3,3,1,2,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.467,2.517,2.467,2.467,2.467,2.542,2.492,2.467,Reasonably age-friendly,More age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,campus,160.585,203:0,0,backward,151,150,160.585,172.625,172.75,173.25,173.0,173.25,173.25,173.25,172.875,173.125,173.25,0
204,2.44,1.0,2.44,3,3.0,3.0,3,3,3,1.0,2,2,3,2,1,1,2,2,3,2.508,2.533,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.433,2.483,2.433,2.433,2.433,2.458,2.458,2.433,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,78.735,204:0,0,forward,151,152,78.735,91.195,91.07,91.57,91.32,91.57,91.57,91.57,91.445,91.445,91.57,0
204,2.44,1.0,2.44,3,3.0,3.0,3,3,3,1.0,2,2,3,2,1,1,2,2,3,2.508,2.533,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.433,2.483,2.433,2.433,2.433,2.458,2.458,2.433,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,78.735,204:0,0,backward,152,151,78.735,91.195,91.07,91.57,91.32,91.57,91.57,91.57,91.445,91.445,91.57,0
205,2.07,1.0,2.07,3,1.5,1.0,3,3,2,3.0,2,1,3,1,1,1,2,3,3,2.299,2.274,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.174,2.224,2.174,2.174,2.174,2.249,2.199,2.174,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,58.434,205:0,0,forward,152,153,58.434,71.939,72.064,72.564,72.314,72.564,72.564,72.564,72.189,72.439,72.564,0
205,2.07,1.0,2.07,3,1.5,1.0,3,3,2,3.0,2,1,3,1,1,1,2,3,3,2.299,2.274,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.174,2.224,2.174,2.174,2.174,2.249,2.199,2.174,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,58.434,205:0,0,backward,153,152,58.434,71.939,72.064,72.564,72.314,72.564,72.564,72.564,72.189,72.439,72.564,0
206,2.19,1.0,2.19,3,3.0,1.5,3,3,2,3.0,2,1,3,1,1,1,2,2,3,2.333,2.358,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.258,2.308,2.258,2.258,2.258,2.283,2.283,2.258,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,92.124,206:0,0,forward,154,150,92.124,105.45899999999999,105.33399999999999,105.834,105.584,105.834,105.834,105.834,105.709,105.709,105.834,0
206,2.19,1.0,2.19,3,3.0,1.5,3,3,2,3.0,2,1,3,1,1,1,2,2,3,2.333,2.358,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.258,2.308,2.258,2.258,2.258,2.283,2.283,2.258,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,92.124,206:0,0,backward,150,154,92.124,105.45899999999999,105.33399999999999,105.834,105.584,105.834,105.834,105.834,105.709,105.709,105.834,0
207,2.38,1.0,2.38,3,3.0,2.0,3,3,3,3.0,3,2,3,1,1,1,1,1,3,2.416,2.491,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.391,2.391,2.391,2.341,2.391,2.366,2.416,2.391,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,50.008,207:0,0,forward,149,155,50.008,62.928000000000004,62.553000000000004,63.053000000000004,63.053000000000004,63.053000000000004,63.303,63.053000000000004,63.178000000000004,62.928000000000004,63.053000000000004,0
207,2.38,1.0,2.38,3,3.0,2.0,3,3,3,3.0,3,2,3,1,1,1,1,1,3,2.416,2.491,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.391,2.391,2.391,2.341,2.391,2.366,2.416,2.391,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,50.008,207:0,0,backward,155,149,50.008,62.928000000000004,62.553000000000004,63.053000000000004,63.053000000000004,63.053000000000004,63.303,63.053000000000004,63.178000000000004,62.928000000000004,63.053000000000004,0
208,2.33,1.0,2.33,3,3.0,2.5,3,3,3,3.0,3,1,2,1,1,1,1,2,3,2.231,2.406,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,1,3,3,3,3,3,3,3,2.306,2.406,2.306,2.356,2.306,2.381,2.331,2.306,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,88.0,208:0,0,forward,155,156,88.0,101.845,100.97,101.47,100.97,101.47,101.22,101.47,101.095,101.345,101.47,0
208,2.33,1.0,2.33,3,3.0,2.5,3,3,3,3.0,3,1,2,1,1,1,1,2,3,2.231,2.406,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,1,3,3,3,3,3,3,3,2.306,2.406,2.306,2.356,2.306,2.381,2.331,2.306,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,88.0,208:0,0,backward,156,155,88.0,101.845,100.97,101.47,100.97,101.47,101.22,101.47,101.095,101.345,101.47,0
209,1.99,1.0,1.99,3,1.5,3.0,3,3,2,1.0,3,1,3,1,1,1,1,2,3,1.993,2.218,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,1,3,3,3,3,3,3,3,2.118,2.168,2.118,2.118,2.118,2.143,2.143,2.118,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,31.767,209:0,0,forward,139,157,31.767,46.802,45.677,46.177,45.927,46.177,46.177,46.177,46.052,46.052,46.177,0
209,1.99,1.0,1.99,3,1.5,3.0,3,3,2,1.0,3,1,3,1,1,1,1,2,3,1.993,2.218,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,1,3,3,3,3,3,3,3,2.118,2.168,2.118,2.118,2.118,2.143,2.143,2.118,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,31.767,209:0,0,backward,157,139,31.767,46.802,45.677,46.177,45.927,46.177,46.177,46.177,46.052,46.052,46.177,0
210,1.72,1.5,1.147,3,1.0,3.0,2,2,1,1.0,1,1,3,2,2,1,2,1,3,1.553,1.628,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.528,1.578,1.528,1.528,1.528,1.503,1.553,1.528,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,32.357,210:0,0,forward,158,155,32.357,49.592,49.217,49.717,49.467,49.717,49.717,49.717,49.842,49.592,49.717,0
210,1.72,1.5,1.147,3,1.0,3.0,2,2,1,1.0,1,1,3,2,2,1,2,1,3,1.553,1.628,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.528,1.578,1.528,1.528,1.528,1.503,1.553,1.528,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,32.357,210:0,0,backward,155,158,32.357,49.592,49.217,49.717,49.467,49.717,49.717,49.717,49.842,49.592,49.717,0
211,1.56,1.5,1.04,3,1.0,3.0,2,3,1,1.0,1,1,3,1,1,2,1,3,3,1.578,1.553,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.453,1.503,1.453,1.453,1.453,1.528,1.478,1.453,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,20.541,211:0,0,forward,155,159,20.541,37.650999999999996,37.775999999999996,38.275999999999996,38.025999999999996,38.275999999999996,38.275999999999996,38.275999999999996,37.900999999999996,38.150999999999996,38.275999999999996,0
211,1.56,1.5,1.04,3,1.0,3.0,2,3,1,1.0,1,1,3,1,1,2,1,3,3,1.578,1.553,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.453,1.503,1.453,1.453,1.453,1.528,1.478,1.453,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,20.541,211:0,0,backward,159,155,20.541,37.650999999999996,37.775999999999996,38.275999999999996,38.025999999999996,38.275999999999996,38.275999999999996,38.275999999999996,37.900999999999996,38.150999999999996,38.275999999999996,0
212,2.32,1.0,2.32,3,3.0,3.0,3,3,3,1.0,2,2,2,1,1,1,2,1,3,2.374,2.399,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.299,2.349,2.299,2.299,2.299,2.324,2.324,2.299,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,48.834,212:0,0,forward,158,154,48.834,61.964,61.839,62.339000000000006,62.089,62.339000000000006,62.339000000000006,62.339000000000006,62.214000000000006,62.214000000000006,62.339000000000006,0
212,2.32,1.0,2.32,3,3.0,3.0,3,3,3,1.0,2,2,2,1,1,1,2,1,3,2.374,2.399,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.299,2.349,2.299,2.299,2.299,2.324,2.324,2.299,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,48.834,212:0,0,backward,154,158,48.834,61.964,61.839,62.339000000000006,62.089,62.339000000000006,62.339000000000006,62.339000000000006,62.214000000000006,62.214000000000006,62.339000000000006,0
215,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,1,2,1,3,1,3,1.646,1.721,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.621,1.671,1.621,1.621,1.621,1.596,1.646,1.621,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,29.868,215:0,0,forward,154,149,29.868,46.638,46.263,46.763,46.513,46.763,46.763,46.763,46.888,46.638,46.763,0
215,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,1,2,1,3,1,3,1.646,1.721,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.621,1.671,1.621,1.621,1.621,1.596,1.646,1.621,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,29.868,215:0,0,backward,149,154,29.868,46.638,46.263,46.763,46.513,46.763,46.763,46.763,46.888,46.638,46.763,0
216,2.57,1.0,2.57,3,3.0,2.5,3,3,3,3.0,3,1,2,1,1,1,3,3,3,2.649,2.574,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,2.474,2.624,2.474,2.574,2.474,2.599,2.499,2.474,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,132.807,216:0,0,forward,142,117,132.807,144.56199999999998,144.93699999999998,145.43699999999998,144.68699999999998,145.43699999999998,144.93699999999998,145.43699999999998,144.81199999999998,145.31199999999998,145.43699999999998,0
