id,isw,is,WIEH,wPSQ,wSE,wSW,wCRw,wEoS,wEoO,wEoP,wETV,wEuF,wSLQ,wDIS,wSLP,wSTR,wCTV,shdwd12,shdwd17,dynwd12,dynwd17,tempwd12,tempwd17,humwd12,humwd17,shdwd21,shdwd08,shdwd05,shdwe05,shdwe08,shdwe12,shdwe17,shdwe21,lgtwd05,lgtwd08,lgtwd12,lgtwd17,lgtwd21,lgtwe05,lgtwe08,lgtwe12,lgtwe17,lgtwe21,aqiwd05,aqiwd08,aqiwd12,aqiwd17,aqiwd21,aqiwe05,aqiwe08,aqiwe12,aqiwe17,aqiwe21,tempwd05,humwd05,tempwd08,humwd08,temwd12,huwd12,temwd17,huwd17,temwd21,huwd21,tempwe05,humwe05,termpwe08,humwe08,tempwe12,humwe12,tempwe17,humwe17,tempwe21,humwe21,trfwd05,trfwd08,trfwd12,trfwd17,trfwd21,trfwe05,trfwe08,trfwe12,trfwe17,trfwe21,dynwd05,dynwd08,dynwd21,dynwe08,dynwe05,dynwe12,dynwe17,dynwe21,cdynwd05,cdynwd08,cdynwd12,cdynwd17,cdynwd21,cdynwe05,cdynwe08,cdynwe12,cdynwe17,cdynwe21,cWIEH,urbantype,length,segment_id,part_idx,source_node,target_node,segment_length,component_id
332,1.99,1.0,1.99,3,1.5,1.0,3,3,2,3.0,1,1,3,1,1,1,2,1,2,2.143,2.168,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,3,3,3,2,3,3,3,3,2.118,1.918,2.118,2.068,2.118,2.093,2.093,2.118,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,53.504,332:0,0,271,273,53.504,0
333,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,2,1,3,1.546,1.721,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,3,2,2,3,2,1,1,1.421,1.421,1.421,1.571,1.421,1.496,1.446,1.421,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,12.924,333:0,0,273,274,12.924,0
334,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,2,1,3,1.546,1.721,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,3,2,2,3,2,1,1,1.421,1.421,1.421,1.571,1.421,1.496,1.446,1.421,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,14.523,334:0,0,274,255,14.523,0
335,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,2,1,3,1.546,1.721,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,3,2,2,3,2,1,1,1.421,1.421,1.421,1.571,1.421,1.496,1.446,1.421,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,14.544,335:0,0,253,273,14.544,0
336,2.11,1.5,1.407,3,1.5,1.0,3,3,2,3.0,1,1,2,2,2,1,2,1,3,1.735,1.76,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,2,3,3,1.66,1.71,1.66,1.66,1.66,1.585,1.685,1.66,Reasonably age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,24.671,336:0,0,274,275,24.671,0
337,2.11,1.5,1.407,3,1.5,1.0,3,3,2,3.0,1,1,2,2,2,1,2,1,2,1.735,1.71,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.66,1.71,1.66,1.66,1.66,1.685,1.635,1.66,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,58.172,337:0,0,275,276,58.172,0
338,1.72,2.0,0.86,3,1.0,3.0,2,2,1,1.0,1,1,3,2,2,2,2,1,3,1.352,1.427,3.0,3.0,2.0,3.0,3,3,3,3,3,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,3,3,3,3,3,3,1,3,1.327,1.327,1.327,1.377,1.327,1.302,1.152,1.327,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,10.992,338:0,0,238,277,5.16764521706108,0
338,1.72,2.0,0.86,3,1.0,3.0,2,2,1,1.0,1,1,3,2,2,2,2,1,3,1.352,1.427,3.0,3.0,2.0,3.0,3,3,3,3,3,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,3,3,3,3,3,3,1,3,1.327,1.327,1.327,1.377,1.327,1.302,1.152,1.327,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,10.992,338:1,1,25,277,5.823728724788795,0
339,1.91,1.0,1.91,3,1.5,1.0,3,3,2,2.0,1,1,3,1,1,1,2,1,3,2.087,2.162,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,2,3,3,3,2.062,2.062,2.062,1.912,2.062,2.037,2.087,2.062,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,41.786,339:0,0,232,278,41.786,0
340,1.99,1.0,1.99,3,1.5,1.0,3,3,2,3.0,1,1,3,1,1,1,2,1,3,2.143,2.218,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,2,3,3,3,2.118,2.118,2.118,1.968,2.118,2.093,2.143,2.118,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,5.908,340:0,0,278,279,5.908,0
341,1.99,1.0,1.99,3,1.5,1.0,3,3,2,3.0,1,1,3,1,1,1,2,1,3,2.143,2.218,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.118,2.118,2.118,2.068,2.118,2.093,2.143,2.118,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,42.541,341:0,0,279,280,42.541,0
342,1.96,1.0,1.96,3,1.0,1.0,3,3,2,3.0,1,1,3,1,1,1,2,1,3,2.122,2.197,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,2,3,3,3,3,2.097,2.097,2.097,2.047,2.097,2.072,2.122,2.097,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,8.538,342:0,0,280,281,8.538,0
343,1.99,1.0,1.99,3,1.5,1.0,3,3,2,3.0,1,1,3,1,1,1,2,1,2,2.143,2.168,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,3,3,3,2,3,3,3,3,2.118,1.918,2.118,2.068,2.118,2.093,2.093,2.118,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,53.23,343:0,0,281,253,53.23,0
344,1.75,2.0,0.875,3,1.5,1.0,3,3,2,1.5,1,1,2,1,3,1,1,1,3,1.363,1.388,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.287,1.338,1.287,1.288,1.287,1.313,1.313,1.287,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,15.41,344:0,0,269,282,15.41,0
345,1.95,2.0,0.975,2,1.5,1.0,3,3,2,2.0,1,1,2,1,3,1,3,1,3,1.433,1.458,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.358,1.408,1.358,1.358,1.358,1.383,1.383,1.358,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,19.401,345:0,0,282,280,19.401,0
346,1.91,1.0,1.91,3,1.5,1.0,3,3,2,1.0,2,1,2,1,1,1,2,1,2,2.087,2.062,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,1,3,3,3,3,3,2.012,2.062,2.012,2.012,2.012,2.037,1.987,2.012,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,26.506,346:0,0,282,283,26.506,0
347,1.83,1.0,1.83,3,1.5,1.0,3,3,2,1.0,1,1,1,1,1,1,2,1,1,2.031,1.906,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,3,3,1.956,2.006,1.956,1.756,1.956,1.781,1.831,1.956,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,39.646,347:0,0,283,262,39.646,0
348,1.91,1.0,1.91,3,1.5,1.0,3,3,2,1.0,2,1,2,1,1,1,2,1,2,2.087,2.062,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,2.012,2.062,2.012,1.812,2.012,1.837,1.787,2.012,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,20.965,348:0,0,283,284,20.965,0
349,1.59,2.5,0.636,1,2.5,2.0,2,2,3,1.0,1,1,1,1,3,2,1,3,3,1.295,1.17,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,1,3,3,1,1,1,3,3,1,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,2,3,1.12,1.27,1.12,1.22,1.12,1.245,0.995,1.12,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,24.131,349:0,0,191,285,24.131,1
350,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,2,1,3,1.646,1.721,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,2,1,1.421,1.621,1.421,1.571,1.421,1.596,1.546,1.421,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,17.791,350:0,0,285,286,17.791,1
351,2.07,1.5,1.38,3,2.5,2.0,3,3,3,1.0,1,1,1,1,2,1,2,3,2,1.816,1.641,3.0,3.0,2.0,3.0,3,3,3,3,3,3,2,3,1,3,3,1,1,1,3,3,1,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,1,1.441,1.791,1.441,1.741,1.441,1.766,1.566,1.441,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,49.115,351:0,0,286,287,49.115,1
352,2.4,2.0,1.2,3,3.0,3.0,3,3,3,3.0,2,1,2,1,3,1,2,1,3,1.49,1.415,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,2,1,3,3,3,3,3,1,1.315,1.565,1.315,1.515,1.315,1.54,1.54,1.315,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,18.773,352:0,0,287,288,18.773,1
353,1.97,1.0,1.97,3,3.0,3.0,2,3,3,1.0,2,1,2,1,1,1,1,1,1,2.129,2.054,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,1,1.854,2.104,1.854,2.054,1.854,2.079,1.979,1.854,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,residential,21.579,353:0,0,289,290,21.579,1
354,1.87,2.0,0.935,3,1.5,1.0,3,3,2,1.0,3,1,1,1,3,1,1,3,3,1.505,1.38,3.0,3.0,2.0,3.0,3,1,3,3,1,3,3,3,1,3,3,1,1,1,3,3,1,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.33,1.38,1.33,1.33,1.33,1.455,1.305,1.33,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,24.558,354:0,0,290,291,24.558,1
355,2.32,1.0,2.32,3,3.0,3.0,3,3,3,1.0,3,1,2,1,1,1,2,1,3,2.374,2.299,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,2,3,3,3,3,3,1,2.099,2.349,2.099,2.299,2.099,2.324,2.324,2.099,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,residential,22.061,355:0,0,290,292,22.061,1
356,2.33,2.0,1.165,3,3.0,2.5,3,3,3,1.0,2,1,2,1,3,1,3,2,1,1.516,1.291,3.0,3.0,2.0,3.0,3,1,3,3,1,2,1,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,1,2,1,3,3,3,3,3,3,1.491,1.341,1.491,1.491,1.491,1.566,1.416,1.491,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,54.304,356:0,0,293,294,54.304,1
357,1.83,1.0,1.83,3,1.5,1.0,3,3,2,1.0,1,1,2,1,1,1,2,1,3,2.031,1.956,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,2,3,3,3,3,3,3,1.956,2.006,1.956,1.956,1.956,1.981,1.981,1.956,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,23.28,357:0,0,292,295,23.28,1
358,1.91,1.5,1.273,3,1.5,1.0,3,3,2,1.0,2,1,3,1,2,1,2,1,3,1.641,1.716,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.616,1.616,1.616,1.566,1.616,1.591,1.641,1.616,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,21.848,358:0,0,295,296,21.848,1
359,2.03,2.0,1.015,3,1.5,1.0,3,3,2,1.0,2,1,2,1,3,1,3,3,3,1.56,1.386,3.0,3.0,2.0,3.0,3,1,3,3,1,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,2,3,3,3,3,3,3,1.386,1.435,1.386,1.386,1.386,1.511,1.411,1.386,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,60.887,359:0,0,295,297,60.887,1
360,1.71,1.0,1.71,3,1.5,1.0,3,3,2,1.0,1,1,2,1,1,1,1,1,3,1.947,1.972,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.872,1.922,1.872,1.872,1.872,1.897,1.897,1.872,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,residential,20.928,360:0,0,297,298,20.928,1
361,1.99,1.0,1.99,3,1.5,1.0,3,3,2,2.0,2,1,2,1,1,1,2,3,3,2.043,1.968,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,1,1,1,3,3,3,3,3,3,2.068,1.968,2.068,2.118,2.068,2.193,2.093,2.068,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,residential,56.256,361:0,0,297,299,56.256,1
362,2.52,1.0,2.52,3,3.0,3.0,3,3,3,3.0,3,3,2,1,1,1,1,3,3,2.614,2.539,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,2,3,3,2.439,2.589,2.439,2.339,2.439,2.464,2.464,2.439,Reasonably age-friendly,More age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,residential,20.943,362:0,0,249,300,20.943,0
363,2.56,1.0,2.56,3,3.0,3.0,3,3,3,3.0,3,2,3,2,1,1,1,3,2,2.642,2.467,3.0,3.0,2.0,3.0,3,1,3,3,1,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,3,2,3,3,3,1,2,1,2.317,2.417,2.317,2.467,2.317,2.392,2.392,2.317,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,residential,26.444,363:0,0,250,301,26.444,0
364,1.8,1.5,1.2,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,1,1,1,1.59,1.465,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,3,2,3,3,3,1,2,1,1.365,1.465,1.365,1.515,1.365,1.34,1.39,1.365,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,14.771,364:0,0,250,302,14.771,0
365,2.24,1.0,2.24,3,3.0,3.0,3,3,3,1.0,2,1,2,2,1,1,1,1,2,2.318,2.293,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,2,2.143,2.293,2.143,2.243,2.143,2.268,2.218,2.143,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,residential,96.275,365:0,0,302,303,96.275,0
366,1.6,2.5,0.64,3,1.0,3.0,2,2,1,1.0,1,1,2,2,3,2,1,3,3,1.198,1.223,3.0,3.0,2.0,3.0,3,1,3,3,1,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,3,2,3,3,1,3,2,3,1,0.923,1.173,0.923,1.123,0.923,1.148,1.148,0.923,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,residential,12.222,366:0,0,303,304,12.222,0
367,1.97,1.5,1.313,3,2.5,3.0,2,2,2,1.5,1,1,3,1,1,2,3,3,3,1.669,1.644,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,2,2,3,3,2,3,3,2,1.544,1.744,1.544,1.594,1.544,1.719,1.669,1.544,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,residential,20.253,367:0,0,304,305,20.253,0
