id,isw,is,WIEH,wPSQ,wSE,wSW,wCRw,wEoS,wEoO,wEoP,wETV,wEuF,wSLQ,wDIS,wSLP,wSTR,wCTV,shdwd12,shdwd17,dynwd12,dynwd17,tempwd12,tempwd17,humwd12,humwd17,shdwd21,shdwd08,shdwd05,shdwe05,shdwe08,shdwe12,shdwe17,shdwe21,lgtwd05,lgtwd08,lgtwd12,lgtwd17,lgtwd21,lgtwe05,lgtwe08,lgtwe12,lgtwe17,lgtwe21,aqiwd05,aqiwd08,aqiwd12,aqiwd17,aqiwd21,aqiwe05,aqiwe08,aqiwe12,aqiwe17,aqiwe21,tempwd05,humwd05,tempwd08,humwd08,temwd12,huwd12,temwd17,huwd17,temwd21,huwd21,tempwe05,humwe05,termpwe08,humwe08,tempwe12,humwe12,tempwe17,humwe17,tempwe21,humwe21,trfwd05,trfwd08,trfwd12,trfwd17,trfwd21,trfwe05,trfwe08,trfwe12,trfwe17,trfwe21,dynwd05,dynwd08,dynwd21,dynwe08,dynwe05,dynwe12,dynwe17,dynwe21,cdynwd05,cdynwd08,cdynwd12,cdynwd17,cdynwd21,cdynwe05,cdynwe08,cdynwe12,cdynwe17,cdynwe21,cWIEH,urbantype,length,segment_id,part_idx,source_node,target_node,segment_length,component_id
138,1.8,1.5,1.2,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,1,3,3,1.59,1.565,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,3,3,2,2,2,1,1.365,1.515,1.365,1.465,1.365,1.54,1.49,1.365,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,53.199,138:0,0,100,101,53.199,0
139,1.92,1.5,1.28,3,1.0,3.0,3,3,1,1.0,1,1,3,2,2,1,2,1,3,1.546,1.621,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,2,2,3,3,2,1,3,1,1.421,1.521,1.421,1.471,1.421,1.396,1.646,1.421,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,54.78,139:0,0,102,103,54.78,0
140,2.52,1.0,2.52,3,3.0,3.0,3,3,2,3.0,3,3,2,1,1,1,2,3,3,2.514,2.439,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,2,2,3,3,3,3,3,3,2.439,2.539,2.439,2.489,2.439,2.564,2.464,2.439,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,119.315,140:0,0,100,104,119.315,0
141,2.65,1.0,2.65,3,3.0,2.5,3,3,2,3.0,3,2,2,2,1,1,3,2,3,2.555,2.53,3.0,3.0,2.0,3.0,3,1,3,3,1,2,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,2,2,3,3,3,2,3,3,2.53,2.48,2.53,2.53,2.53,2.505,2.555,2.53,More age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,More age-friendly,More age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,More age-friendly,Less age-friendly,hospital,106.192,141:0,0,103,93,106.192,0
147,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,3,1,1.658,1.633,3.0,3.0,2.0,3.0,3,1,3,3,1,3,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,1,2,3,2,1,1,1,3,1.733,1.733,1.733,1.483,1.733,1.608,1.458,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,22.298,147:0,0,105,106,22.298,0
148,2.28,1.5,1.52,3,3.0,3.0,3,3,3,2.0,3,1,2,1,2,1,1,3,2,1.914,1.789,3.0,3.0,2.0,3.0,3,2,3,3,2,3,2,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,2,3,3,3,2,1.639,1.839,1.639,1.789,1.639,1.864,1.714,1.639,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,campus,223.401,148:0,0,106,99,223.401,0
149,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,1,2,1.758,1.783,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,2,1,1,1,3,1.733,1.733,1.733,1.483,1.733,1.508,1.508,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,42.944,149:0,0,107,105,42.944,0
150,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,1,2,1.758,1.783,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,3,1.733,1.733,1.733,1.483,1.733,1.508,1.508,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,25.691,150:0,0,107,108,25.691,0
151,2.0,1.5,1.333,3,1.0,3.0,3,1,1,1.0,1,1,3,3,2,1,3,1,2,1.483,1.608,3.0,3.0,2.0,3.0,3,1,3,3,1,1,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,1,1,2,3,2,1,1,1,3,1.658,1.458,1.658,1.408,1.658,1.433,1.433,1.658,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,37.739,151:0,0,108,109,37.739,0
152,2.6,1.5,1.733,3,3.0,3.0,3,3,3,3.0,3,1,3,2,2,1,2,3,2,1.963,1.888,3.0,3.0,2.0,3.0,3,2,3,3,2,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,2,2,3,2,1,2,2,3,1.938,1.888,1.938,1.738,1.938,1.913,1.813,1.938,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,69.58,152:0,0,106,110,69.58,0
153,2.2,1.5,1.467,3,1.0,3.0,3,3,1,3.0,1,1,3,2,2,1,3,3,3,1.777,1.852,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,2,3,3,2,1,3,2,3,1.752,1.802,1.752,1.552,1.752,1.827,1.677,1.752,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,23.438,153:0,0,110,111,23.438,0
154,2.34,1.5,1.56,2,3.0,2.0,3,3,2,3.0,3,1,2,2,2,1,2,2,3,1.892,1.867,3.0,3.0,2.0,3.0,3,1,3,3,1,2,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,1,2,3,3,3,1.767,1.817,1.767,1.667,1.767,1.842,1.792,1.767,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,campus,130.735,154:0,0,111,112,130.735,0
618,2.2,1.5,1.467,3,1.0,3.0,3,3,1,3.0,1,1,3,2,2,1,3,1,3,1.777,1.852,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,1,2,3,3,3,1.752,1.752,1.752,1.602,1.752,1.727,1.777,1.752,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,11.32,618:0,0,112,113,11.32,0
156,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,1,3,1.758,1.833,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,1,2,3,3,3,1.733,1.733,1.733,1.583,1.733,1.708,1.758,1.733,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,34.659,156:0,0,114,115,34.659,0
157,2.18,1.5,1.453,2,1.0,2.0,3,3,2,3.0,1,1,3,2,2,1,3,2,3,1.717,1.642,3.0,3.0,2.0,3.0,3,2,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,2,1,3,1,2,2,2,2,1.642,1.792,1.642,1.642,1.642,1.667,1.667,1.642,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,29.628,157:0,0,115,116,29.628,0
158,2.04,1.5,1.36,3,1.0,3.0,2,3,1,1.0,1,1,3,3,2,1,3,1,3,1.702,1.777,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,1,2,3,3,3,1.677,1.677,1.677,1.527,1.677,1.652,1.702,1.677,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,37.252,158:0,0,116,112,37.252,0
159,2.72,1.0,2.72,2,3.0,3.0,3,3,3,3.0,3,2,2,2,1,1,3,3,3,2.754,2.579,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,2,3,2,3,3,3,3,3,3,2.579,2.579,2.579,2.629,2.579,2.704,2.604,2.579,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,Less age-friendly,campus,136.359,159:0,0,115,117,136.359,0
160,2.8,1.5,1.867,3,3.0,3.0,3,3,3,3.0,3,2,2,2,2,1,3,3,3,2.057,2.082,3.0,3.0,2.0,3.0,3,2,3,3,2,3,3,3,1,3,3,2,1,1,3,3,2,1,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,2,3,3,3,3,3,3,3,1.982,2.082,1.982,2.032,1.982,2.107,2.007,1.982,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,216.191,160:0,0,108,116,216.191,0
161,2.36,1.0,2.36,3,3.0,3.0,3,3,3,3.0,3,1,3,1,1,1,1,1,1,2.402,2.377,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.377,2.377,2.377,2.327,2.377,2.352,2.302,2.377,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,hospital,11.536,161:0,0,114,118,11.536,0
162,2.48,1.0,2.48,3,1.0,3.0,3,3,3,3.0,3,1,3,1,1,1,3,1,1,2.486,2.461,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.461,2.461,2.461,2.411,2.461,2.436,2.386,2.461,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,hospital,4.462,162:0,0,118,119,4.462,0
163,2.6,1.0,2.6,3,3.0,3.0,3,3,3,3.0,3,1,3,1,1,1,3,2,1,2.62,2.545,3.0,3.0,2.0,3.0,3,1,3,3,1,2,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.545,2.545,2.545,2.495,2.545,2.57,2.47,2.545,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,Less age-friendly,hospital,31.03,163:0,0,119,120,31.03,0
164,2.05,1.5,1.367,3,1.0,2.5,3,3,1,3.0,1,1,3,1,2,1,3,1,1,1.707,1.682,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.682,1.682,1.682,1.632,1.682,1.657,1.607,1.682,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,6.283,164:0,0,120,121,6.283,0
165,2.52,1.0,2.52,3,3.0,3.0,3,3,3,3.0,2,1,3,1,1,1,3,1,1,2.514,2.489,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.489,2.489,2.489,2.439,2.489,2.464,2.414,2.489,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,hospital,8.764,165:0,0,121,122,8.764,0
166,2.05,1.5,1.367,3,1.0,2.5,3,3,1,3.0,1,1,3,1,2,1,3,1,1,1.707,1.682,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1.682,1.682,1.682,1.632,1.682,1.657,1.607,1.682,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,5.824,166:0,0,122,123,5.824,0
167,2.45,1.0,2.45,3,3.0,2.5,3,3,2,3.0,3,1,3,2,1,1,2,2,3,2.515,2.54,3.0,3.0,2.0,3.0,3,1,3,3,1,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2.44,2.44,2.44,2.39,2.44,2.465,2.465,2.44,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,hospital,65.847,167:0,0,123,124,65.847,0
168,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,1,1,1.758,1.633,3.0,3.0,2.0,3.0,3,1,3,3,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,3,2,3,3,2,2,2,2,1.633,1.633,1.633,1.583,1.633,1.608,1.558,1.633,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,uncategorized,35.497,168:0,0,124,117,35.497,0
169,2.64,1.0,2.64,3,3.0,3.0,3,3,3,3.0,2,1,3,2,1,1,3,1,3,2.598,2.573,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,2,3,3,3,3,3,2,2.473,2.373,2.473,2.523,2.473,2.548,2.598,2.473,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,hospital,28.034,169:0,0,124,125,28.034,0
170,2.16,1.5,1.44,3,1.0,3.0,3,3,1,1.0,1,1,3,3,2,1,3,1,1,1.758,1.633,3.0,3.0,2.0,3.0,3,2,3,3,2,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,2,3,3,2,2,2,2,1.633,1.583,1.633,1.633,1.633,1.608,1.558,1.633,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,22.615,170:0,0,124,74,22.615,0
171,2.01,1.5,1.34,3,1.0,2.5,2,3,1,1.0,1,1,3,3,2,1,3,1,3,1.688,1.663,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,3,3,2,3,3,2,3,3,2,1.563,1.713,1.563,1.563,1.563,1.638,1.688,1.563,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,campus,23.144,171:0,0,117,65,23.144,0
172,2.08,1.5,1.387,3,1.0,3.0,3,3,1,3.0,1,1,3,1,2,1,3,1,3,1.621,1.696,3.0,3.0,2.0,3.0,3,1,3,3,1,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,3,3,3,3,2,1.596,1.496,1.596,1.646,1.596,1.671,1.721,1.596,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,8.095,172:0,0,125,126,8.095,0
173,2.6,1.0,2.6,3,3.0,3.0,3,3,3,3.0,3,1,3,1,1,1,3,1,3,2.47,2.545,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,3,3,1,3,3,2.545,2.395,2.545,2.545,2.545,2.32,2.57,2.545,More age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,More age-friendly,Less age-friendly,hospital,11.148,173:0,0,126,127,11.148,0
174,2.2,1.5,1.467,3,1.0,3.0,3,3,1,3.0,1,1,3,2,2,1,3,1,3,1.677,1.852,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,3,3,3,3,1,3,3,1.752,1.602,1.752,1.752,1.752,1.527,1.777,1.752,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,8.943,174:0,0,127,128,8.943,0
175,2.72,1.0,2.72,3,3.0,3.0,3,3,3,3.0,3,1,3,2,1,1,3,1,3,2.654,2.729,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,3,3,3,3,1,3,3,2.629,2.479,2.629,2.629,2.629,2.404,2.654,2.629,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,More age-friendly,Less age-friendly,hospital,45.622,175:0,0,128,129,45.622,0
176,2.2,1.5,1.467,3,1.0,3.0,3,3,1,3.0,1,1,3,2,2,1,3,1,3,1.777,1.852,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,3,3,3,3,1,3,3,1.752,1.602,1.752,1.752,1.752,1.527,1.777,1.752,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,23.183,176:0,0,129,130,23.183,0
177,2.6,1.0,2.6,3,3.0,3.0,3,3,3,3.0,3,1,3,1,1,1,3,1,3,2.57,2.645,3.0,3.0,2.0,3.0,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,3,3,3,3,1,3,3,2.545,2.395,2.545,2.545,2.545,2.32,2.57,2.545,More age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,More age-friendly,Less age-friendly,hospital,90.744,177:0,0,130,93,90.744,0
178,2.2,1.5,1.467,3,1.0,3.0,3,3,1,3.0,1,1,3,2,2,1,3,3,3,1.877,1.852,3.0,3.0,2.0,3.0,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,3,3,3,3,1,3,3,1.752,1.652,1.752,1.802,1.752,1.627,1.777,1.752,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Reasonably age-friendly,Less age-friendly,Less age-friendly,Less age-friendly,Reasonably age-friendly,Less age-friendly,hospital,18.914,178:0,0,129,131,18.914,0
179,2.84,1.0,2.84,3,3.0,3.0,3,3,3,3.0,3,1,3,3,1,1,3,1,2,2.738,2.763,3.0,3.0,2.0,3.0,3,3,3,3,3,1,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,3,3,3,3,3,1,3,3,2.713,2.613,2.713,2.763,2.713,2.488,2.688,2.713,More age-friendly,Reasonably age-friendly,Reasonably age-friendly,Reasonably age-friendly,More age-friendly,More age-friendly,Reasonably age-friendly,Less age-friendly,Reasonably age-friendly,More age-friendly,Less age-friendly,hospital,61.351,179:0,0,131,132,61.351,0
