path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,14,904.673,703.448,2.125357142857143,0
2,True,19,1075.05437394185,755.20437394185,1.6331578947368421,0
