path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,26,2136.2088928924513,1766.573892892451,2.1566538461538465,0
2,True,34,2424.5776455875352,1927.5626455875347,2.0763823529411765,0
