path_index,route_found,selected_edge_count,route_cost,route_length,route_average_walkability,invalid_selected_edges_count
1,True,20,1419.919,1136.8139999999999,2.16895,0
2,True,25,1655.334645587535,1291.4596455875349,2.089,0
